,category,scientific_name,common_names,conservation_group,park_name,observations
9341,Vascular Plant,Montia fontana,"Fountain Miner's Lettuce, Annual Water Minerslettuce",None,Great Smoky Mountains National Park,59
9342,Vascular Plant,Montia fontana,"Fountain Miner's Lettuce, Annual Water Minerslettuce",None,Yosemite National Park,146
9343,Vascular Plant,Montia fontana,"Fountain Miner's Lettuce, Annual Water Minerslettuce",None,Yellowstone National Park,244
9344,Vascular Plant,Montia linearis,"Narrowleaf Minerslettuce, Narrowleaf Indianlettuce",None,Yellowstone National Park,252
9345,Vascular Plant,Montia linearis,"Narrowleaf Minerslettuce, Narrowleaf Indianlettuce",None,Yosemite National Park,167
9346,Vascular Plant,Montia linearis,"Narrowleaf Minerslettuce, Narrowleaf Indianlettuce",None,Bryce National Park,99
9347,Vascular Plant,Montia linearis,"Narrowleaf Minerslettuce, Narrowleaf Indianlettuce",None,Great Smoky Mountains National Park,66
9348,Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,None,Yellowstone National Park,298
9349,Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,None,Great Smoky Mountains National Park,92
9350,Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,None,Bryce National Park,93
9351,Vascular Plant,Montia parvifolia,Littleleaf Minerslettuce,None,Yosemite National Park,169
9352,Vascular Plant,Chorizanthe membranacea,Pink Spineflower,None,Yellowstone National Park,258
9353,Vascular Plant,Chorizanthe membranacea,Pink Spineflower,None,Yosemite National Park,182
9354,Vascular Plant,Chorizanthe membranacea,Pink Spineflower,None,Bryce National Park,136
9355,Vascular Plant,Chorizanthe membranacea,Pink Spineflower,None,Great Smoky Mountains National Park,41
9356,Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,None,Yosemite National Park,150
9357,Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,None,Bryce National Park,109
9358,Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,None,Yellowstone National Park,256
9359,Vascular Plant,Arctostaphylos viscida ssp. mariposa,Mariposa Manzanita,None,Great Smoky Mountains National Park,93
9360,Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,None,Yosemite National Park,176
9361,Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,None,Bryce National Park,92
9362,Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,None,Yellowstone National Park,244
9363,Vascular Plant,Arctostaphylos nevadensis,Pinemat Manzanita,None,Great Smoky Mountains National Park,82
9364,Vascular Plant,Allotropa virgata,Sugarstick,None,Bryce National Park,94
9365,Vascular Plant,Allotropa virgata,Sugarstick,None,Yosemite National Park,151
9366,Vascular Plant,Allotropa virgata,Sugarstick,None,Yellowstone National Park,226
9367,Vascular Plant,Allotropa virgata,Sugarstick,None,Great Smoky Mountains National Park,44
9368,Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,None,Bryce National Park,127
9369,Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,None,Yellowstone National Park,266
9370,Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,None,Great Smoky Mountains National Park,58
9371,Vascular Plant,Equisetum hyemale ssp. affine,Scouringrush Horsetail,None,Yosemite National Park,195
9372,Vascular Plant,Valeriana californica,California Valerian,None,Great Smoky Mountains National Park,93
9373,Vascular Plant,Valeriana californica,California Valerian,None,Yosemite National Park,150
9374,Vascular Plant,Valeriana californica,California Valerian,None,Yellowstone National Park,271
9375,Vascular Plant,Valeriana californica,California Valerian,None,Bryce National Park,91
9376,Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",None,Bryce National Park,98
9377,Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",None,Yosemite National Park,139
9378,Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",None,Great Smoky Mountains National Park,81
9379,Vascular Plant,Plectritis ciliosa ssp. ciliosa,"Longspur Seablush, Long-Spur Seablush",None,Yellowstone National Park,260
9380,Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,None,Yellowstone National Park,273
9381,Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,None,Yosemite National Park,121
9382,Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,None,Bryce National Park,104
9383,Vascular Plant,Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,None,Great Smoky Mountains National Park,98
9384,Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,None,Great Smoky Mountains National Park,78
9385,Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,None,Yellowstone National Park,262
9386,Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,None,Yosemite National Park,112
9387,Vascular Plant,Symphoricarpos mollis,Creeping Snowberry,None,Bryce National Park,103
9388,Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",None,Yellowstone National Park,211
9389,Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",None,Bryce National Park,116
9390,Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",None,Great Smoky Mountains National Park,86
9391,Vascular Plant,Arctostaphylos viscida ssp. viscida,"Sticky Whiteleaf Manzanita, Whiteleaf Manzanita",None,Yosemite National Park,151
9392,Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,None,Yellowstone National Park,245
9393,Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,None,Bryce National Park,104
9394,Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,None,Great Smoky Mountains National Park,73
9395,Vascular Plant,Lonicera involucrata var. involucrata,Twinberry Honeysuckle,None,Yosemite National Park,184
9396,Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,None,Yellowstone National Park,272
9397,Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,None,Bryce National Park,119
9398,Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,None,Great Smoky Mountains National Park,56
9399,Vascular Plant,Lonicera conjugialis,Purpleflower Honeysuckle,None,Yosemite National Park,90
9400,Vascular Plant,Viburnum ellipticum,Common Viburnum,None,Bryce National Park,107
9401,Vascular Plant,Viburnum ellipticum,Common Viburnum,None,Great Smoky Mountains National Park,69
9402,Vascular Plant,Viburnum ellipticum,Common Viburnum,None,Yellowstone National Park,240
9403,Vascular Plant,Viburnum ellipticum,Common Viburnum,None,Yosemite National Park,160
9404,Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,None,Great Smoky Mountains National Park,34
9405,Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,None,Bryce National Park,109
9406,Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,None,Yellowstone National Park,244
9407,Vascular Plant,Sambucus racemosa var. microbotrys,European Red Elderberry,None,Yosemite National Park,171
9408,Vascular Plant,Sambucus mexicana,Mexican Elder,None,Yellowstone National Park,232
9409,Vascular Plant,Sambucus mexicana,Mexican Elder,None,Yosemite National Park,141
9410,Vascular Plant,Sambucus mexicana,Mexican Elder,None,Bryce National Park,127
9411,Vascular Plant,Sambucus mexicana,Mexican Elder,None,Great Smoky Mountains National Park,12
9412,Vascular Plant,Narthecium californicum,California Bog Asphodel,None,Yosemite National Park,176
9413,Vascular Plant,Narthecium californicum,California Bog Asphodel,None,Great Smoky Mountains National Park,55
9414,Vascular Plant,Narthecium californicum,California Bog Asphodel,None,Yellowstone National Park,228
9415,Vascular Plant,Narthecium californicum,California Bog Asphodel,None,Bryce National Park,110
9416,Vascular Plant,Datisca glomerata,Durango Root,None,Yosemite National Park,147
9417,Vascular Plant,Datisca glomerata,Durango Root,None,Great Smoky Mountains National Park,85
9418,Vascular Plant,Datisca glomerata,Durango Root,None,Yellowstone National Park,228
9419,Vascular Plant,Datisca glomerata,Durango Root,None,Bryce National Park,90
9420,Vascular Plant,Marah watsonii,Taw Manroot,None,Yosemite National Park,130
9421,Vascular Plant,Marah watsonii,Taw Manroot,None,Great Smoky Mountains National Park,76
9422,Vascular Plant,Marah watsonii,Taw Manroot,None,Bryce National Park,135
9423,Vascular Plant,Marah watsonii,Taw Manroot,None,Yellowstone National Park,274
9424,Vascular Plant,Marah horridus,Sierra Manroot,None,Great Smoky Mountains National Park,71
9425,Vascular Plant,Marah horridus,Sierra Manroot,None,Yosemite National Park,129
9426,Vascular Plant,Marah horridus,Sierra Manroot,None,Bryce National Park,81
9427,Vascular Plant,Marah horridus,Sierra Manroot,None,Yellowstone National Park,229
9428,Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,None,Great Smoky Mountains National Park,101
9429,Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,None,Yosemite National Park,146
9430,Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,None,Yellowstone National Park,283
9431,Vascular Plant,Lonicera interrupta,Chaparral Honeysuckle,None,Bryce National Park,95
9432,Vascular Plant,Cassiope mertensiana,"White Heather, Western Moss Heather",None,Yosemite National Park,126
9433,Vascular Plant,Cassiope mertensiana,"White Heather, Western Moss Heather",None,Yellowstone National Park,247
9434,Vascular Plant,Cassiope mertensiana,"White Heather, Western Moss Heather",None,Bryce National Park,80
9435,Vascular Plant,Cassiope mertensiana,"White Heather, Western Moss Heather",None,Great Smoky Mountains National Park,74
9436,Vascular Plant,Chimaphila umbellata,"Prince's Pine, Pipsissewa",None,Great Smoky Mountains National Park,73
9437,Vascular Plant,Chimaphila umbellata,"Prince's Pine, Pipsissewa",None,Bryce National Park,91
9438,Vascular Plant,Chimaphila umbellata,"Prince's Pine, Pipsissewa",None,Yellowstone National Park,220
9439,Vascular Plant,Chimaphila umbellata,"Prince's Pine, Pipsissewa",None,Yosemite National Park,138
9440,Vascular Plant,Kalmia polifolia,"Box Laurel, Bog Kalmia, Bog Laurel, Swamp Laurel",None,Great Smoky Mountains National Park,45
9441,Vascular Plant,Kalmia polifolia,"Box Laurel, Bog Kalmia, Bog Laurel, Swamp Laurel",None,Yellowstone National Park,234
9442,Vascular Plant,Kalmia polifolia,"Box Laurel, Bog Kalmia, Bog Laurel, Swamp Laurel",None,Yosemite National Park,143
9443,Vascular Plant,Kalmia polifolia,"Box Laurel, Bog Kalmia, Bog Laurel, Swamp Laurel",None,Bryce National Park,93
9444,Vascular Plant,Gilia capillaris,"Smoothleaf Gilia, Miniature Gilia",None,Bryce National Park,105
9445,Vascular Plant,Gilia capillaris,"Smoothleaf Gilia, Miniature Gilia",None,Great Smoky Mountains National Park,51
9446,Vascular Plant,Gilia capillaris,"Smoothleaf Gilia, Miniature Gilia",None,Yosemite National Park,130
9447,Vascular Plant,Gilia capillaris,"Smoothleaf Gilia, Miniature Gilia",None,Yellowstone National Park,253
9448,Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",None,Yellowstone National Park,243
9449,Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",None,Bryce National Park,62
9450,Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",None,Yosemite National Park,163
9451,Vascular Plant,Eriastrum sparsiflorum,"Fewflower Woolstar, Great Basin Woollystar",None,Great Smoky Mountains National Park,86
9452,Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",None,Bryce National Park,81
9453,Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",None,Yellowstone National Park,242
9454,Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",None,Great Smoky Mountains National Park,10
9455,Vascular Plant,Collomia tinctoria,"Staining Collomia, Yellowstain Collomia",None,Yosemite National Park,208
9456,Vascular Plant,Collomia heterophylla,Variableleaf Collomia,None,Great Smoky Mountains National Park,49
9457,Vascular Plant,Collomia heterophylla,Variableleaf Collomia,None,Yellowstone National Park,241
9458,Vascular Plant,Collomia heterophylla,Variableleaf Collomia,None,Yosemite National Park,133
9459,Vascular Plant,Collomia heterophylla,Variableleaf Collomia,None,Bryce National Park,99
9460,Vascular Plant,Collomia grandiflora,"Largeflowered Collomia, Grand Collomia",None,Bryce National Park,106
9461,Vascular Plant,Collomia grandiflora,"Largeflowered Collomia, Grand Collomia",None,Yosemite National Park,164
9462,Vascular Plant,Collomia grandiflora,"Largeflowered Collomia, Grand Collomia",None,Yellowstone National Park,238
9463,Vascular Plant,Collomia grandiflora,"Largeflowered Collomia, Grand Collomia",None,Great Smoky Mountains National Park,71
9464,Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",None,Yosemite National Park,134
9465,Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",None,Bryce National Park,114
9466,Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",None,Great Smoky Mountains National Park,89
9467,Vascular Plant,Allophyllum integrifolium,"Mountain False Gilia, White False Gilyflower",None,Yellowstone National Park,266
9468,Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilyflower, Dense False Gilia",None,Bryce National Park,127
9469,Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilyflower, Dense False Gilia",None,Yosemite National Park,129
9470,Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilyflower, Dense False Gilia",None,Yellowstone National Park,275
9471,Vascular Plant,Allophyllum gilioides ssp. violaceum,"Dense False Gilyflower, Dense False Gilia",None,Great Smoky Mountains National Park,39
9472,Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilyflower, Dense False Gilia",None,Great Smoky Mountains National Park,54
9473,Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilyflower, Dense False Gilia",None,Bryce National Park,55
9474,Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilyflower, Dense False Gilia",None,Yosemite National Park,162
9475,Vascular Plant,Allophyllum gilioides ssp. gilioides,"Dense False Gilyflower, Dense False Gilia",None,Yellowstone National Park,231
9476,Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,None,Yellowstone National Park,205
9477,Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,None,Bryce National Park,83
9478,Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,None,Yosemite National Park,130
9479,Vascular Plant,Allophyllum divaricatum,Purple False Gilyflower,None,Great Smoky Mountains National Park,57
9480,Vascular Plant,Vaccinium parvifolium,Red Huckleberry,None,Yellowstone National Park,253
9481,Vascular Plant,Vaccinium parvifolium,Red Huckleberry,None,Yosemite National Park,152
9482,Vascular Plant,Vaccinium parvifolium,Red Huckleberry,None,Bryce National Park,75
9483,Vascular Plant,Vaccinium parvifolium,Red Huckleberry,None,Great Smoky Mountains National Park,89
9484,Vascular Plant,Sarcodes sanguinea,Snowplant,None,Yosemite National Park,133
9485,Vascular Plant,Sarcodes sanguinea,Snowplant,None,Bryce National Park,132
9486,Vascular Plant,Sarcodes sanguinea,Snowplant,None,Great Smoky Mountains National Park,95
9487,Vascular Plant,Sarcodes sanguinea,Snowplant,None,Yellowstone National Park,277
9488,Vascular Plant,Rhododendron occidentale,"Western Azalea, Sonoma Azalea, California Azalea",None,Yosemite National Park,171
9489,Vascular Plant,Rhododendron occidentale,"Western Azalea, Sonoma Azalea, California Azalea",None,Yellowstone National Park,249
9490,Vascular Plant,Rhododendron occidentale,"Western Azalea, Sonoma Azalea, California Azalea",None,Bryce National Park,122
9491,Vascular Plant,Rhododendron occidentale,"Western Azalea, Sonoma Azalea, California Azalea",None,Great Smoky Mountains National Park,78
9492,Vascular Plant,Pyrola picta,White-Veined Wintergreen,None,Great Smoky Mountains National Park,68
9493,Vascular Plant,Pyrola picta,White-Veined Wintergreen,None,Yosemite National Park,180
9494,Vascular Plant,Pyrola picta,White-Veined Wintergreen,None,Bryce National Park,83
9495,Vascular Plant,Pyrola picta,White-Veined Wintergreen,None,Yellowstone National Park,265
9496,Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",None,Yosemite National Park,126
9497,Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",None,Great Smoky Mountains National Park,36
9498,Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",None,Yellowstone National Park,257
9499,Vascular Plant,Pyrola asarifolia ssp. asarifolia,"Bog Wintergreen, Liverleaf Wintergreen",None,Bryce National Park,77
9500,Vascular Plant,Pyrola asarifolia,"Pink Wintergreen, Bog Wintergreen, Liverleaf Wintergreen",None,Bryce National Park,74
9501,Vascular Plant,Pyrola asarifolia,"Pink Wintergreen, Bog Wintergreen, Liverleaf Wintergreen",None,Yellowstone National Park,239
9502,Vascular Plant,Pyrola asarifolia,"Pink Wintergreen, Bog Wintergreen, Liverleaf Wintergreen",None,Yosemite National Park,140
9503,Vascular Plant,Pyrola asarifolia,"Pink Wintergreen, Bog Wintergreen, Liverleaf Wintergreen",None,Great Smoky Mountains National Park,103
9504,Vascular Plant,Pleuricospora fimbriolata,"Sierra Sap, Fringed Pinesap",None,Great Smoky Mountains National Park,42
9505,Vascular Plant,Pleuricospora fimbriolata,"Sierra Sap, Fringed Pinesap",None,Bryce National Park,93
9506,Vascular Plant,Pleuricospora fimbriolata,"Sierra Sap, Fringed Pinesap",None,Yellowstone National Park,237
9507,Vascular Plant,Pleuricospora fimbriolata,"Sierra Sap, Fringed Pinesap",None,Yosemite National Park,128
9508,Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Red Mountainheather, Purple Mountainheath",None,Great Smoky Mountains National Park,54
9509,Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Red Mountainheather, Purple Mountainheath",None,Yosemite National Park,153
9510,Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Red Mountainheather, Purple Mountainheath",None,Yellowstone National Park,281
9511,Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Red Mountainheather, Purple Mountainheath",None,Bryce National Park,67
9512,Vascular Plant,Leucothoe davisiae,Sierra Laurel,None,Bryce National Park,84
9513,Vascular Plant,Leucothoe davisiae,Sierra Laurel,None,Yellowstone National Park,277
9514,Vascular Plant,Leucothoe davisiae,Sierra Laurel,None,Great Smoky Mountains National Park,93
9515,Vascular Plant,Leucothoe davisiae,Sierra Laurel,None,Yosemite National Park,166
9516,Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,None,Yellowstone National Park,265
9517,Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,None,Bryce National Park,124
9518,Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,None,Great Smoky Mountains National Park,78
9519,Vascular Plant,Kalmia polifolia ssp. polifolia,Mountain Laurel,None,Yosemite National Park,183
9520,Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",None,Bryce National Park,109
9521,Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",None,Yellowstone National Park,276
9522,Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",None,Yosemite National Park,133
9523,Vascular Plant,Marah fabaceus,"California Manroot, Valley Manroot",None,Great Smoky Mountains National Park,75
9524,Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,None,Yosemite National Park,135
9525,Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,None,Great Smoky Mountains National Park,39
9526,Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,None,Bryce National Park,95
9527,Vascular Plant,Arabis platysperma var. howellii,Howell's Pioneer Rockcress,None,Yellowstone National Park,267
9528,Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,None,Yellowstone National Park,252
9529,Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,None,Bryce National Park,89
9530,Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,None,Yosemite National Park,158
9531,Vascular Plant,Staphylea bolanderi,Sierra Bladdernut,None,Great Smoky Mountains National Park,73
9532,Vascular Plant,Mentzelia crocea,Sierra Blazingstar,None,Bryce National Park,56
9533,Vascular Plant,Mentzelia crocea,Sierra Blazingstar,None,Yosemite National Park,155
9534,Vascular Plant,Mentzelia crocea,Sierra Blazingstar,None,Great Smoky Mountains National Park,59
9535,Vascular Plant,Mentzelia crocea,Sierra Blazingstar,None,Yellowstone National Park,234
9536,Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",None,Great Smoky Mountains National Park,63
9537,Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",None,Bryce National Park,140
9538,Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",None,Yosemite National Park,140
9539,Vascular Plant,Eriogonum umbellatum var. nevadense,"Nevada Buckwheat, Sulphur-Flower Buckwheat",None,Yellowstone National Park,246
9540,Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",None,Bryce National Park,103
9541,Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",None,Yellowstone National Park,288
9542,Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",None,Yosemite National Park,133
9543,Vascular Plant,Eriogonum umbellatum var. furcosum,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",None,Great Smoky Mountains National Park,46
9544,Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,None,Great Smoky Mountains National Park,71
9545,Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,None,Yellowstone National Park,270
9546,Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,None,Bryce National Park,71
9547,Vascular Plant,Eriogonum umbellatum var. covillei,Sulphur-Flower Buckwheat,None,Yosemite National Park,175
9548,Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,None,Yosemite National Park,133
9549,Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,None,Yellowstone National Park,232
9550,Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,None,Great Smoky Mountains National Park,70
9551,Vascular Plant,Eriogonum spergulinum var. spergulinum,Spurry Buckwheat,None,Bryce National Park,111
9552,Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,None,Great Smoky Mountains National Park,86
9553,Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,None,Yosemite National Park,133
9554,Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,None,Yellowstone National Park,242
9555,Vascular Plant,Eriogonum spergulinum var. reddingianum,Redding Buckwheat,None,Bryce National Park,104
9556,Vascular Plant,Eriogonum roseum,Wand Buckwheat,None,Bryce National Park,78
9557,Vascular Plant,Eriogonum roseum,Wand Buckwheat,None,Yosemite National Park,138
9558,Vascular Plant,Eriogonum roseum,Wand Buckwheat,None,Great Smoky Mountains National Park,73
9559,Vascular Plant,Eriogonum roseum,Wand Buckwheat,None,Yellowstone National Park,263
9560,Vascular Plant,Eriogonum rosense,"Rosy Buckwheat, Mount Rose Buckwheat",None,Great Smoky Mountains National Park,113
9561,Vascular Plant,Eriogonum rosense,"Rosy Buckwheat, Mount Rose Buckwheat",None,Yosemite National Park,165
9562,Vascular Plant,Eriogonum rosense,"Rosy Buckwheat, Mount Rose Buckwheat",None,Yellowstone National Park,260
9563,Vascular Plant,Eriogonum rosense,"Rosy Buckwheat, Mount Rose Buckwheat",None,Bryce National Park,107
9564,Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,None,Yosemite National Park,143
9565,Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,None,Great Smoky Mountains National Park,70
9566,Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,None,Bryce National Park,97
9567,Vascular Plant,Eriogonum prattenianum var. prattenianum,Nevada City Buckwheat,None,Yellowstone National Park,253
9568,Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,None,Yosemite National Park,129
9569,Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,None,Great Smoky Mountains National Park,63
9570,Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,None,Bryce National Park,92
9571,Vascular Plant,Eriogonum wrightii var. subscaposum,Bastardsage,None,Yellowstone National Park,220
9572,Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,None,Great Smoky Mountains National Park,84
9573,Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,None,Yosemite National Park,161
9574,Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,None,Yellowstone National Park,245
9575,Vascular Plant,Eriogonum prattenianum var. avium,Nevada City Buckwheat,None,Bryce National Park,56
9576,Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,None,Yosemite National Park,115
9577,Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,None,Bryce National Park,77
9578,Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,None,Great Smoky Mountains National Park,100
9579,Vascular Plant,Eriogonum nudum var. scapigerum,Naked Buckwheat,None,Yellowstone National Park,255
9580,Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,None,Yellowstone National Park,248
9581,Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,None,Yosemite National Park,166
9582,Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,None,Bryce National Park,122
9583,Vascular Plant,Eriogonum nudum var. nudum,Naked Buckwheat,None,Great Smoky Mountains National Park,73
9584,Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,None,Bryce National Park,88
9585,Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,None,Great Smoky Mountains National Park,62
9586,Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,None,Yosemite National Park,150
9587,Vascular Plant,Eriogonum nudum var. deductum,Naked Buckwheat,None,Yellowstone National Park,279
9588,Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",None,Bryce National Park,90
9589,Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",None,Yosemite National Park,153
9590,Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",None,Great Smoky Mountains National Park,86
9591,Vascular Plant,Eriogonum nudum,"Naked Buckwheat, Nakedstem Buckwheat",None,Yellowstone National Park,228
9592,Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,None,Yellowstone National Park,220
9593,Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,None,Bryce National Park,96
9594,Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,None,Yosemite National Park,152
9595,Vascular Plant,Eriogonum marifolium,Marumleaf Buckwheat,None,Great Smoky Mountains National Park,83
9596,Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,None,Great Smoky Mountains National Park,89
9597,Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,None,Bryce National Park,85
9598,Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,None,Yellowstone National Park,274
9599,Vascular Plant,Eriogonum lobbii var. lobbii,Lobb's Buckwheat,None,Yosemite National Park,128
