,category,scientific_name,conservation_status,common_names,park_name,observations
11115,Vascular Plant,Helianthus microcephalus,None,Small Wood Sunflower,Yosemite National Park,127
11116,Vascular Plant,Helianthus maximiliani,None,Maximilian Sunflower,Yellowstone National Park,226
11117,Vascular Plant,Helianthus maximiliani,None,Maximilian Sunflower,Bryce National Park,116
11118,Vascular Plant,Helianthus maximiliani,None,Maximilian Sunflower,Great Smoky Mountains National Park,71
11119,Vascular Plant,Helianthus maximiliani,None,Maximilian Sunflower,Yosemite National Park,120
11120,Vascular Plant,Helianthus hirsutus,None,Hairy Sunflower,Yosemite National Park,84
11121,Vascular Plant,Helianthus hirsutus,None,Hairy Sunflower,Yellowstone National Park,241
11122,Vascular Plant,Helianthus hirsutus,None,Hairy Sunflower,Bryce National Park,77
11123,Vascular Plant,Helianthus hirsutus,None,Hairy Sunflower,Great Smoky Mountains National Park,71
11124,Vascular Plant,Helianthus glaucophyllus,None,Whiteleaf Sunflower,Great Smoky Mountains National Park,110
11125,Vascular Plant,Helianthus glaucophyllus,None,Whiteleaf Sunflower,Bryce National Park,101
11126,Vascular Plant,Helianthus glaucophyllus,None,Whiteleaf Sunflower,Yellowstone National Park,292
11127,Vascular Plant,Helianthus glaucophyllus,None,Whiteleaf Sunflower,Yosemite National Park,166
11128,Vascular Plant,Helianthus giganteus,None,Giant Sunflower,Yosemite National Park,167
11129,Vascular Plant,Helianthus giganteus,None,Giant Sunflower,Bryce National Park,146
11130,Vascular Plant,Helianthus giganteus,None,Giant Sunflower,Great Smoky Mountains National Park,68
11131,Vascular Plant,Helianthus giganteus,None,Giant Sunflower,Yellowstone National Park,258
11132,Vascular Plant,Heliopsis helianthoides,None,Ox-Eye,Yosemite National Park,121
11133,Vascular Plant,Heliopsis helianthoides,None,Ox-Eye,Yellowstone National Park,217
11134,Vascular Plant,Heliopsis helianthoides,None,Ox-Eye,Great Smoky Mountains National Park,80
11135,Vascular Plant,Heliopsis helianthoides,None,Ox-Eye,Bryce National Park,107
11136,Vascular Plant,Helianthus divaricatus,None,"Sessile-Leaved Sunflower, Woodland Sunflower",Bryce National Park,124
11137,Vascular Plant,Helianthus divaricatus,None,"Sessile-Leaved Sunflower, Woodland Sunflower",Yosemite National Park,155
11138,Vascular Plant,Helianthus divaricatus,None,"Sessile-Leaved Sunflower, Woodland Sunflower",Great Smoky Mountains National Park,82
11139,Vascular Plant,Helianthus divaricatus,None,"Sessile-Leaved Sunflower, Woodland Sunflower",Yellowstone National Park,273
11140,Vascular Plant,Helianthus atrorubens,None,"Sunflower, Purple-Disk Sunflower",Yosemite National Park,122
11141,Vascular Plant,Helianthus atrorubens,None,"Sunflower, Purple-Disk Sunflower",Great Smoky Mountains National Park,87
11142,Vascular Plant,Helianthus atrorubens,None,"Sunflower, Purple-Disk Sunflower",Yellowstone National Park,233
11143,Vascular Plant,Helianthus atrorubens,None,"Sunflower, Purple-Disk Sunflower",Bryce National Park,102
11144,Vascular Plant,Helianthus annuus,None,"Sunflower, Common Sunflower, Wild Sunflower, Annual Sunflower",Yellowstone National Park,235
11145,Vascular Plant,Helianthus annuus,None,"Sunflower, Common Sunflower, Wild Sunflower, Annual Sunflower",Bryce National Park,118
11146,Vascular Plant,Helianthus annuus,None,"Sunflower, Common Sunflower, Wild Sunflower, Annual Sunflower",Yosemite National Park,123
11147,Vascular Plant,Helianthus annuus,None,"Sunflower, Common Sunflower, Wild Sunflower, Annual Sunflower",Great Smoky Mountains National Park,44
11148,Vascular Plant,Helianthus angustifolius,None,"Narrow-Leaved Sunflower, Swamp Sunflower",Great Smoky Mountains National Park,93
11149,Vascular Plant,Helianthus angustifolius,None,"Narrow-Leaved Sunflower, Swamp Sunflower",Yosemite National Park,167
11150,Vascular Plant,Helianthus angustifolius,None,"Narrow-Leaved Sunflower, Swamp Sunflower",Yellowstone National Park,252
11151,Vascular Plant,Helianthus angustifolius,None,"Narrow-Leaved Sunflower, Swamp Sunflower",Bryce National Park,140
11152,Vascular Plant,Helianthus,None,Sunflower,Bryce National Park,110
11153,Vascular Plant,Helianthus,None,Sunflower,Yellowstone National Park,256
11154,Vascular Plant,Helianthus,None,Sunflower,Great Smoky Mountains National Park,83
11155,Vascular Plant,Helianthus,None,Sunflower,Yosemite National Park,130
11156,Vascular Plant,Helenium flexuosum,None,"Purple-Head Sneezeweed, Dark-Eyed Sneezeweed",Yosemite National Park,133
11157,Vascular Plant,Helenium flexuosum,None,"Purple-Head Sneezeweed, Dark-Eyed Sneezeweed",Yellowstone National Park,252
11158,Vascular Plant,Helenium flexuosum,None,"Purple-Head Sneezeweed, Dark-Eyed Sneezeweed",Great Smoky Mountains National Park,58
11159,Vascular Plant,Helenium flexuosum,None,"Purple-Head Sneezeweed, Dark-Eyed Sneezeweed",Bryce National Park,74
11160,Vascular Plant,Helenium autumnale,None,"Autumn Sneezeweed, Common Sneezeweed",Yellowstone National Park,207
11161,Vascular Plant,Helenium autumnale,None,"Autumn Sneezeweed, Common Sneezeweed",Bryce National Park,94
11162,Vascular Plant,Helenium autumnale,None,"Autumn Sneezeweed, Common Sneezeweed",Yosemite National Park,124
11163,Vascular Plant,Helenium autumnale,None,"Autumn Sneezeweed, Common Sneezeweed",Great Smoky Mountains National Park,67
11164,Vascular Plant,Helenium amarum,None,"Sneezeweed, Five-Leaf Sneezeweed",Yellowstone National Park,250
11165,Vascular Plant,Helenium amarum,None,"Sneezeweed, Five-Leaf Sneezeweed",Bryce National Park,126
11166,Vascular Plant,Helenium amarum,None,"Sneezeweed, Five-Leaf Sneezeweed",Yosemite National Park,150
11167,Vascular Plant,Helenium amarum,None,"Sneezeweed, Five-Leaf Sneezeweed",Great Smoky Mountains National Park,53
11168,Vascular Plant,Gnaphalium obtusifolium,None,"Fragrant Cudweed, Catfoot",Great Smoky Mountains National Park,77
11169,Vascular Plant,Gnaphalium obtusifolium,None,"Fragrant Cudweed, Catfoot",Yellowstone National Park,230
11170,Vascular Plant,Gnaphalium obtusifolium,None,"Fragrant Cudweed, Catfoot",Bryce National Park,116
11171,Vascular Plant,Gnaphalium obtusifolium,None,"Fragrant Cudweed, Catfoot",Yosemite National Park,150
11172,Vascular Plant,Helianthus decapetalus,None,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",Bryce National Park,104
11173,Vascular Plant,Helianthus decapetalus,None,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",Great Smoky Mountains National Park,77
11174,Vascular Plant,Helianthus decapetalus,None,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",Yellowstone National Park,261
11175,Vascular Plant,Helianthus decapetalus,None,"Thin-Leaved Sunflower, Wide-Leaved Sunflower",Yosemite National Park,141
11176,Vascular Plant,Gnaphalium helleri,None,"Glandular Catfoot, Catfoot",Yosemite National Park,153
11177,Vascular Plant,Gnaphalium helleri,None,"Glandular Catfoot, Catfoot",Great Smoky Mountains National Park,51
11178,Vascular Plant,Gnaphalium helleri,None,"Glandular Catfoot, Catfoot",Yellowstone National Park,270
11179,Vascular Plant,Gnaphalium helleri,None,"Glandular Catfoot, Catfoot",Bryce National Park,107
11180,Vascular Plant,Heterotheca camporum,None,Lemonyellow Falsegoldenaster,Great Smoky Mountains National Park,94
11181,Vascular Plant,Heterotheca camporum,None,Lemonyellow Falsegoldenaster,Yellowstone National Park,239
11182,Vascular Plant,Heterotheca camporum,None,Lemonyellow Falsegoldenaster,Bryce National Park,122
11183,Vascular Plant,Heterotheca camporum,None,Lemonyellow Falsegoldenaster,Yosemite National Park,147
11184,Vascular Plant,Hieracium caespitosum,None,"Meadow Hawkweed, Field Hawkweed, Yellow Hawkweed",Yosemite National Park,134
11185,Vascular Plant,Hieracium caespitosum,None,"Meadow Hawkweed, Field Hawkweed, Yellow Hawkweed",Great Smoky Mountains National Park,51
11186,Vascular Plant,Hieracium caespitosum,None,"Meadow Hawkweed, Field Hawkweed, Yellow Hawkweed",Yellowstone National Park,239
11187,Vascular Plant,Hieracium caespitosum,None,"Meadow Hawkweed, Field Hawkweed, Yellow Hawkweed",Bryce National Park,104
11188,Vascular Plant,Lactuca canadensis,None,"Canada Lettuce, Wild Lettuce",Yosemite National Park,156
11189,Vascular Plant,Lactuca canadensis,None,"Canada Lettuce, Wild Lettuce",Bryce National Park,98
11190,Vascular Plant,Lactuca canadensis,None,"Canada Lettuce, Wild Lettuce",Yellowstone National Park,267
11191,Vascular Plant,Lactuca canadensis,None,"Canada Lettuce, Wild Lettuce",Great Smoky Mountains National Park,71
11192,Vascular Plant,Lactuca biennis,None,"Tall Blue Lettuce, Wild Blue Lettuce",Yosemite National Park,113
11193,Vascular Plant,Lactuca biennis,None,"Tall Blue Lettuce, Wild Blue Lettuce",Great Smoky Mountains National Park,64
11194,Vascular Plant,Lactuca biennis,None,"Tall Blue Lettuce, Wild Blue Lettuce",Bryce National Park,68
11195,Vascular Plant,Lactuca biennis,None,"Tall Blue Lettuce, Wild Blue Lettuce",Yellowstone National Park,229
11196,Vascular Plant,Krigia virginica,None,"Virginia Dwarf Dandelion, Dwarf Dandelion",Yosemite National Park,135
11197,Vascular Plant,Krigia virginica,None,"Virginia Dwarf Dandelion, Dwarf Dandelion",Bryce National Park,99
11198,Vascular Plant,Krigia virginica,None,"Virginia Dwarf Dandelion, Dwarf Dandelion",Yellowstone National Park,274
11199,Vascular Plant,Krigia virginica,None,"Virginia Dwarf Dandelion, Dwarf Dandelion",Great Smoky Mountains National Park,87
11200,Vascular Plant,Krigia montana,None,"Mountain Krigia, False Dandelion",Yellowstone National Park,214
11201,Vascular Plant,Krigia montana,None,"Mountain Krigia, False Dandelion",Great Smoky Mountains National Park,41
11202,Vascular Plant,Krigia montana,None,"Mountain Krigia, False Dandelion",Bryce National Park,103
11203,Vascular Plant,Krigia montana,None,"Mountain Krigia, False Dandelion",Yosemite National Park,132
11204,Vascular Plant,Krigia dandelion,None,"Potato Dandelion, Dwarf Dandelion",Bryce National Park,96
11205,Vascular Plant,Krigia dandelion,None,"Potato Dandelion, Dwarf Dandelion",Great Smoky Mountains National Park,130
11206,Vascular Plant,Krigia dandelion,None,"Potato Dandelion, Dwarf Dandelion",Yellowstone National Park,260
11207,Vascular Plant,Krigia dandelion,None,"Potato Dandelion, Dwarf Dandelion",Yosemite National Park,156
11208,Vascular Plant,Krigia caespitosa,None,Weedy Dwarfdandelion,Great Smoky Mountains National Park,56
11209,Vascular Plant,Krigia caespitosa,None,Weedy Dwarfdandelion,Yosemite National Park,147
11210,Vascular Plant,Krigia caespitosa,None,Weedy Dwarfdandelion,Yellowstone National Park,244
11211,Vascular Plant,Krigia caespitosa,None,Weedy Dwarfdandelion,Bryce National Park,110
11212,Vascular Plant,Krigia biflora,None,"Two-Flowered Dwarf Dandelion, Dwarf Dandelion",Yellowstone National Park,240
11213,Vascular Plant,Krigia biflora,None,"Two-Flowered Dwarf Dandelion, Dwarf Dandelion",Bryce National Park,69
11214,Vascular Plant,Krigia biflora,None,"Two-Flowered Dwarf Dandelion, Dwarf Dandelion",Yosemite National Park,127
11215,Vascular Plant,Krigia biflora,None,"Two-Flowered Dwarf Dandelion, Dwarf Dandelion",Great Smoky Mountains National Park,89
11216,Vascular Plant,Iva annua,None,Iva,Great Smoky Mountains National Park,70
11217,Vascular Plant,Iva annua,None,Iva,Yellowstone National Park,233
11218,Vascular Plant,Iva annua,None,Iva,Yosemite National Park,161
11219,Vascular Plant,Iva annua,None,Iva,Bryce National Park,103
11220,Vascular Plant,Hieracium aurantiacum,None,Orange Hawkweed,Yellowstone National Park,265
11221,Vascular Plant,Hieracium aurantiacum,None,Orange Hawkweed,Great Smoky Mountains National Park,83
11222,Vascular Plant,Hieracium aurantiacum,None,Orange Hawkweed,Yosemite National Park,184
11223,Vascular Plant,Hieracium aurantiacum,None,Orange Hawkweed,Bryce National Park,104
11224,Vascular Plant,Ionactis linariifolius,None,"Flaxleaf Aster, Ionactis",Yosemite National Park,152
11225,Vascular Plant,Ionactis linariifolius,None,"Flaxleaf Aster, Ionactis",Bryce National Park,91
11226,Vascular Plant,Ionactis linariifolius,None,"Flaxleaf Aster, Ionactis",Yellowstone National Park,247
11227,Vascular Plant,Ionactis linariifolius,None,"Flaxleaf Aster, Ionactis",Great Smoky Mountains National Park,72
11228,Vascular Plant,Hypochaeris radicata,None,"Spotted Cat's-Ear, Common Cat's-Ear, Gosmore, Hairy Catsear, Spotted Catsear, Hairy Cats-Ear, Spotted Cats-Ear, Frogbit, Cat's Ear, False Dandelion, Hairy Cat's Ear",Great Smoky Mountains National Park,57
11229,Vascular Plant,Hypochaeris radicata,None,"Spotted Cat's-Ear, Common Cat's-Ear, Gosmore, Hairy Catsear, Spotted Catsear, Hairy Cats-Ear, Spotted Cats-Ear, Frogbit, Cat's Ear, False Dandelion, Hairy Cat's Ear",Yosemite National Park,157
11230,Vascular Plant,Hypochaeris radicata,None,"Spotted Cat's-Ear, Common Cat's-Ear, Gosmore, Hairy Catsear, Spotted Catsear, Hairy Cats-Ear, Spotted Cats-Ear, Frogbit, Cat's Ear, False Dandelion, Hairy Cat's Ear",Bryce National Park,86
11231,Vascular Plant,Hypochaeris radicata,None,"Spotted Cat's-Ear, Common Cat's-Ear, Gosmore, Hairy Catsear, Spotted Catsear, Hairy Cats-Ear, Spotted Cats-Ear, Frogbit, Cat's Ear, False Dandelion, Hairy Cat's Ear",Yellowstone National Park,220
11232,Vascular Plant,Hieracium X marianum,None,Hawkweed,Great Smoky Mountains National Park,93
11233,Vascular Plant,Hieracium X marianum,None,Hawkweed,Yellowstone National Park,234
11234,Vascular Plant,Hieracium X marianum,None,Hawkweed,Yosemite National Park,143
11235,Vascular Plant,Hieracium X marianum,None,Hawkweed,Bryce National Park,118
11236,Vascular Plant,Hieracium venosum,None,Rattlesnake Hawkweed,Yellowstone National Park,274
11237,Vascular Plant,Hieracium venosum,None,Rattlesnake Hawkweed,Yosemite National Park,146
11238,Vascular Plant,Hieracium venosum,None,Rattlesnake Hawkweed,Great Smoky Mountains National Park,83
11239,Vascular Plant,Hieracium venosum,None,Rattlesnake Hawkweed,Bryce National Park,116
11240,Vascular Plant,Hieracium scabrum,None,Rough Hawkweed,Yosemite National Park,136
11241,Vascular Plant,Hieracium scabrum,None,Rough Hawkweed,Bryce National Park,91
11242,Vascular Plant,Hieracium scabrum,None,Rough Hawkweed,Yellowstone National Park,245
11243,Vascular Plant,Hieracium scabrum,None,Rough Hawkweed,Great Smoky Mountains National Park,72
11244,Vascular Plant,Hieracium piloselloides,None,King Devil,Bryce National Park,77
11245,Vascular Plant,Hieracium piloselloides,None,King Devil,Yellowstone National Park,241
11246,Vascular Plant,Hieracium piloselloides,None,King Devil,Great Smoky Mountains National Park,57
11247,Vascular Plant,Hieracium piloselloides,None,King Devil,Yosemite National Park,117
11248,Vascular Plant,Hieracium pilosella,None,"Mouse-Ear Hawkweed, Mouseear",Great Smoky Mountains National Park,110
11249,Vascular Plant,Hieracium pilosella,None,"Mouse-Ear Hawkweed, Mouseear",Bryce National Park,68
11250,Vascular Plant,Hieracium pilosella,None,"Mouse-Ear Hawkweed, Mouseear",Yellowstone National Park,244
11251,Vascular Plant,Hieracium pilosella,None,"Mouse-Ear Hawkweed, Mouseear",Yosemite National Park,140
11252,Vascular Plant,Hieracium paniculatum,None,Panicled Hawkweed,Great Smoky Mountains National Park,56
11253,Vascular Plant,Hieracium paniculatum,None,Panicled Hawkweed,Bryce National Park,75
11254,Vascular Plant,Hieracium paniculatum,None,Panicled Hawkweed,Yosemite National Park,133
11255,Vascular Plant,Hieracium paniculatum,None,Panicled Hawkweed,Yellowstone National Park,268
11256,Vascular Plant,Hieracium gronovii,None,Hairy Hawkweed,Great Smoky Mountains National Park,102
11257,Vascular Plant,Hieracium gronovii,None,Hairy Hawkweed,Bryce National Park,85
11258,Vascular Plant,Hieracium gronovii,None,Hairy Hawkweed,Yellowstone National Park,265
11259,Vascular Plant,Hieracium gronovii,None,Hairy Hawkweed,Yosemite National Park,139
11260,Vascular Plant,Inula helenium,None,Elecampane Inula,Yellowstone National Park,253
11261,Vascular Plant,Inula helenium,None,Elecampane Inula,Great Smoky Mountains National Park,77
11262,Vascular Plant,Inula helenium,None,Elecampane Inula,Yosemite National Park,171
11263,Vascular Plant,Inula helenium,None,Elecampane Inula,Bryce National Park,84
11264,Vascular Plant,Lactuca floridana,None,"Woodland Blue Lettuce, Woodland Lettuce",Yosemite National Park,148
11265,Vascular Plant,Lactuca floridana,None,"Woodland Blue Lettuce, Woodland Lettuce",Yellowstone National Park,266
11266,Vascular Plant,Lactuca floridana,None,"Woodland Blue Lettuce, Woodland Lettuce",Great Smoky Mountains National Park,86
11267,Vascular Plant,Lactuca floridana,None,"Woodland Blue Lettuce, Woodland Lettuce",Bryce National Park,96
11268,Vascular Plant,Gamochaeta purpurea,None,Purple Cudweed,Yosemite National Park,132
11269,Vascular Plant,Gamochaeta purpurea,None,Purple Cudweed,Bryce National Park,71
11270,Vascular Plant,Gamochaeta purpurea,None,Purple Cudweed,Yellowstone National Park,244
11271,Vascular Plant,Gamochaeta purpurea,None,Purple Cudweed,Great Smoky Mountains National Park,96
11272,Vascular Plant,Galinsoga quadriradiata,None,"Peruvian Daisy, Fringed Quickweed",Bryce National Park,93
11273,Vascular Plant,Galinsoga quadriradiata,None,"Peruvian Daisy, Fringed Quickweed",Yosemite National Park,153
11274,Vascular Plant,Galinsoga quadriradiata,None,"Peruvian Daisy, Fringed Quickweed",Yellowstone National Park,242
11275,Vascular Plant,Galinsoga quadriradiata,None,"Peruvian Daisy, Fringed Quickweed",Great Smoky Mountains National Park,96
11276,Vascular Plant,Eupatorium album,None,"White Eupatorium, White Thoroughwort",Great Smoky Mountains National Park,69
11277,Vascular Plant,Eupatorium album,None,"White Eupatorium, White Thoroughwort",Bryce National Park,105
11278,Vascular Plant,Eupatorium album,None,"White Eupatorium, White Thoroughwort",Yosemite National Park,149
11279,Vascular Plant,Eupatorium album,None,"White Eupatorium, White Thoroughwort",Yellowstone National Park,242
11280,Vascular Plant,Eupatorium,None,Thoroughwort,Yosemite National Park,144
11281,Vascular Plant,Eupatorium,None,Thoroughwort,Yellowstone National Park,274
11282,Vascular Plant,Eupatorium,None,Thoroughwort,Bryce National Park,110
11283,Vascular Plant,Eupatorium,None,Thoroughwort,Great Smoky Mountains National Park,93
11284,Vascular Plant,Erigeron strigosus,None,"Daisy Fleabane, Daisy-Fleabane, Prairie Fleabane, Rough Fleabane",Great Smoky Mountains National Park,69
11285,Vascular Plant,Erigeron strigosus,None,"Daisy Fleabane, Daisy-Fleabane, Prairie Fleabane, Rough Fleabane",Yosemite National Park,152
11286,Vascular Plant,Erigeron strigosus,None,"Daisy Fleabane, Daisy-Fleabane, Prairie Fleabane, Rough Fleabane",Yellowstone National Park,251
11287,Vascular Plant,Erigeron strigosus,None,"Daisy Fleabane, Daisy-Fleabane, Prairie Fleabane, Rough Fleabane",Bryce National Park,71
11288,Vascular Plant,Erigeron pulchellus,None,"Robin's-Plantain, Robin Plantain Fleabane",Yosemite National Park,127
11289,Vascular Plant,Erigeron pulchellus,None,"Robin's-Plantain, Robin Plantain Fleabane",Bryce National Park,128
11290,Vascular Plant,Erigeron pulchellus,None,"Robin's-Plantain, Robin Plantain Fleabane",Yellowstone National Park,276
11291,Vascular Plant,Erigeron pulchellus,None,"Robin's-Plantain, Robin Plantain Fleabane",Great Smoky Mountains National Park,84
11292,Vascular Plant,Erigeron philadelphicus,None,Philadelphia Fleabane,Bryce National Park,115
11293,Vascular Plant,Erigeron philadelphicus,None,Philadelphia Fleabane,Yosemite National Park,185
11294,Vascular Plant,Erigeron philadelphicus,None,Philadelphia Fleabane,Yellowstone National Park,251
11295,Vascular Plant,Erigeron philadelphicus,None,Philadelphia Fleabane,Great Smoky Mountains National Park,54
11296,Vascular Plant,Erigeron annuus,None,"Annual Fleabane, Eastern Daisy Fleabane, Daisy-Fleabane, White-Top Fleabane",Yellowstone National Park,271
11297,Vascular Plant,Erigeron annuus,None,"Annual Fleabane, Eastern Daisy Fleabane, Daisy-Fleabane, White-Top Fleabane",Great Smoky Mountains National Park,70
11298,Vascular Plant,Erigeron annuus,None,"Annual Fleabane, Eastern Daisy Fleabane, Daisy-Fleabane, White-Top Fleabane",Bryce National Park,91
11299,Vascular Plant,Erigeron annuus,None,"Annual Fleabane, Eastern Daisy Fleabane, Daisy-Fleabane, White-Top Fleabane",Yosemite National Park,142
11300,Vascular Plant,Erigeron,None,"Daisy, Fleabane",Yosemite National Park,138
11301,Vascular Plant,Erigeron,None,"Daisy, Fleabane",Yellowstone National Park,242
11302,Vascular Plant,Erigeron,None,"Daisy, Fleabane",Great Smoky Mountains National Park,80
11303,Vascular Plant,Erigeron,None,"Daisy, Fleabane",Bryce National Park,140
11304,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,None,American Burnweed,Bryce National Park,87
11305,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,None,American Burnweed,Yosemite National Park,172
11306,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,None,American Burnweed,Yellowstone National Park,278
11307,Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,None,American Burnweed,Great Smoky Mountains National Park,69
11308,Vascular Plant,Eupatorium altissimum,None,Tall Thoroughwort,Great Smoky Mountains National Park,27
11309,Vascular Plant,Eupatorium altissimum,None,Tall Thoroughwort,Bryce National Park,74
11310,Vascular Plant,Eupatorium altissimum,None,Tall Thoroughwort,Yosemite National Park,148
11311,Vascular Plant,Eupatorium altissimum,None,Tall Thoroughwort,Yellowstone National Park,238
11312,Vascular Plant,Erechtites hieraciifolia,None,American Burnweed,Yosemite National Park,160
11313,Vascular Plant,Erechtites hieraciifolia,None,American Burnweed,Yellowstone National Park,243
11314,Vascular Plant,Erechtites hieraciifolia,None,American Burnweed,Bryce National Park,109
11315,Vascular Plant,Erechtites hieraciifolia,None,American Burnweed,Great Smoky Mountains National Park,69
11316,Vascular Plant,Elephantopus tomentosus,None,"Hairy Tobaccoweed, Tobaccoweed",Yellowstone National Park,267
11317,Vascular Plant,Elephantopus tomentosus,None,"Hairy Tobaccoweed, Tobaccoweed",Yosemite National Park,131
11318,Vascular Plant,Elephantopus tomentosus,None,"Hairy Tobaccoweed, Tobaccoweed",Great Smoky Mountains National Park,67
11319,Vascular Plant,Elephantopus tomentosus,None,"Hairy Tobaccoweed, Tobaccoweed",Bryce National Park,96
11320,Vascular Plant,Elephantopus carolinianus,None,"Carolina Elephant-Foot, Carolina Tobaccoweed",Great Smoky Mountains National Park,85
11321,Vascular Plant,Elephantopus carolinianus,None,"Carolina Elephant-Foot, Carolina Tobaccoweed",Yellowstone National Park,222
11322,Vascular Plant,Elephantopus carolinianus,None,"Carolina Elephant-Foot, Carolina Tobaccoweed",Yosemite National Park,160
11323,Vascular Plant,Elephantopus carolinianus,None,"Carolina Elephant-Foot, Carolina Tobaccoweed",Bryce National Park,59
11324,Vascular Plant,Eclipta prostrata,None,Eclipta,Yellowstone National Park,253
11325,Vascular Plant,Eclipta prostrata,None,Eclipta,Bryce National Park,147
11326,Vascular Plant,Eclipta prostrata,None,Eclipta,Yosemite National Park,142
11327,Vascular Plant,Eclipta prostrata,None,Eclipta,Great Smoky Mountains National Park,82
11328,Vascular Plant,Doellingeria umbellata var. umbellata,None,Parasol Whitetop,Great Smoky Mountains National Park,72
11329,Vascular Plant,Doellingeria umbellata var. umbellata,None,Parasol Whitetop,Yellowstone National Park,220
11330,Vascular Plant,Doellingeria umbellata var. umbellata,None,Parasol Whitetop,Bryce National Park,109
11331,Vascular Plant,Doellingeria umbellata var. umbellata,None,Parasol Whitetop,Yosemite National Park,159
11332,Vascular Plant,Doellingeria infirma,None,Cornel-Leaf Whitetop,Yellowstone National Park,262
11333,Vascular Plant,Doellingeria infirma,None,Cornel-Leaf Whitetop,Great Smoky Mountains National Park,68
11334,Vascular Plant,Doellingeria infirma,None,Cornel-Leaf Whitetop,Yosemite National Park,166
11335,Vascular Plant,Doellingeria infirma,None,Cornel-Leaf Whitetop,Bryce National Park,104
11336,Vascular Plant,Crepis pulchra,None,Hawk's Beard,Yosemite National Park,166
11337,Vascular Plant,Crepis pulchra,None,Hawk's Beard,Great Smoky Mountains National Park,74
11338,Vascular Plant,Crepis pulchra,None,Hawk's Beard,Bryce National Park,106
11339,Vascular Plant,Crepis pulchra,None,Hawk's Beard,Yellowstone National Park,284
11340,Vascular Plant,Crepis capillaris,None,"Smooth Hawk's-Beard, Smooth Hawksbeard, Hawk's Beard",Yosemite National Park,126
11341,Vascular Plant,Crepis capillaris,None,"Smooth Hawk's-Beard, Smooth Hawksbeard, Hawk's Beard",Yellowstone National Park,235
11342,Vascular Plant,Crepis capillaris,None,"Smooth Hawk's-Beard, Smooth Hawksbeard, Hawk's Beard",Bryce National Park,94
11343,Vascular Plant,Crepis capillaris,None,"Smooth Hawk's-Beard, Smooth Hawksbeard, Hawk's Beard",Great Smoky Mountains National Park,43
11344,Vascular Plant,Cosmos sulphureus,None,Sulphur Cosmos,Yosemite National Park,127
11345,Vascular Plant,Cosmos sulphureus,None,Sulphur Cosmos,Bryce National Park,109
11346,Vascular Plant,Cosmos sulphureus,None,Sulphur Cosmos,Yellowstone National Park,281
11347,Vascular Plant,Cosmos sulphureus,None,Sulphur Cosmos,Great Smoky Mountains National Park,72
11348,Vascular Plant,Erechtites hieracifolia,None,Burnweed,Yosemite National Park,134
11349,Vascular Plant,Erechtites hieracifolia,None,Burnweed,Great Smoky Mountains National Park,115
11350,Vascular Plant,Erechtites hieracifolia,None,Burnweed,Bryce National Park,104
11351,Vascular Plant,Erechtites hieracifolia,None,Burnweed,Yellowstone National Park,240
11352,Vascular Plant,Gamochaeta falcata,None,Narrowleaf Purple Everlasting,Bryce National Park,97
11353,Vascular Plant,Gamochaeta falcata,None,Narrowleaf Purple Everlasting,Yellowstone National Park,257
11354,Vascular Plant,Gamochaeta falcata,None,Narrowleaf Purple Everlasting,Yosemite National Park,169
11355,Vascular Plant,Gamochaeta falcata,None,Narrowleaf Purple Everlasting,Great Smoky Mountains National Park,82
11356,Vascular Plant,Eupatorium capillifolium,None,"Dog-Fennel, Small Dog-Fennel Thoroughwort",Yosemite National Park,161
11357,Vascular Plant,Eupatorium capillifolium,None,"Dog-Fennel, Small Dog-Fennel Thoroughwort",Yellowstone National Park,237
11358,Vascular Plant,Eupatorium capillifolium,None,"Dog-Fennel, Small Dog-Fennel Thoroughwort",Great Smoky Mountains National Park,106
11359,Vascular Plant,Eupatorium capillifolium,None,"Dog-Fennel, Small Dog-Fennel Thoroughwort",Bryce National Park,84
11360,Vascular Plant,Eupatorium fistulosum,None,"Hollow Joe-Pye Weed, Joe-Pye-Weed",Yosemite National Park,135
11361,Vascular Plant,Eupatorium fistulosum,None,"Hollow Joe-Pye Weed, Joe-Pye-Weed",Bryce National Park,107
11362,Vascular Plant,Eupatorium fistulosum,None,"Hollow Joe-Pye Weed, Joe-Pye-Weed",Great Smoky Mountains National Park,70
11363,Vascular Plant,Eupatorium fistulosum,None,"Hollow Joe-Pye Weed, Joe-Pye-Weed",Yellowstone National Park,219
11364,Vascular Plant,Galinsoga parviflora,None,Gallantsoldier,Great Smoky Mountains National Park,68
11365,Vascular Plant,Galinsoga parviflora,None,Gallantsoldier,Yosemite National Park,164
11366,Vascular Plant,Galinsoga parviflora,None,Gallantsoldier,Yellowstone National Park,274
11367,Vascular Plant,Galinsoga parviflora,None,Gallantsoldier,Bryce National Park,121
11368,Vascular Plant,Fleischmannia incarnata,None,Pink Thoroughwort,Bryce National Park,96
11369,Vascular Plant,Fleischmannia incarnata,None,Pink Thoroughwort,Great Smoky Mountains National Park,51
