,category,scientific_name,conservation_status,common_names
5023,Vascular Plant,Eriogonum rosense,None,"Rosy Buckwheat, Mount Rose Buckwheat"
5022,Vascular Plant,Eriogonum prattenianum var. prattenianum,None,Nevada City Buckwheat
5030,Vascular Plant,Eriogonum wrightii var. subscaposum,None,Bastardsage
5021,Vascular Plant,Eriogonum prattenianum var. avium,None,Nevada City Buckwheat
5019,Vascular Plant,Eriogonum nudum var. scapigerum,None,Naked Buckwheat
5018,Vascular Plant,Eriogonum nudum var. nudum,None,Naked Buckwheat
5017,Vascular Plant,Eriogonum nudum var. deductum,None,Naked Buckwheat
5016,Vascular Plant,Eriogonum nudum,None,"Nakedstem Buckwheat, Naked Buckwheat"
5015,Vascular Plant,Eriogonum marifolium,None,Marumleaf Buckwheat
5014,Vascular Plant,Eriogonum lobbii var. lobbii,None,Lobb's Buckwheat
5013,Vascular Plant,Eriogonum incanum,None,Frosted Buckwheat
5012,Vascular Plant,Eriogonum hirtiflorum,None,Hairyflower Buckwheat
5020,Vascular Plant,Eriogonum ovalifolium var. nivale,None,Cushion Buckwheat
5031,Vascular Plant,Eriogonum wrightii var. trachygonum,None,"Bastardsage, Shrubby Buckwheat"
5033,Vascular Plant,Polygonum arenastrum,None,"Prostrate Knotweed, Common Knotweed, Doorweed, Ovalleaf Knotweed, Oval-Leaf Knotweed, Matweed"
5052,Vascular Plant,Philadelphus lewisii,None,Lewis' Mock Orange
5051,Vascular Plant,Cornus sericea ssp. sericea,None,"Siberian Dogwood, Redosier Dogwood, Tatarian Dogwood"
5050,Vascular Plant,Cornus sericea ssp. occidentalis,None,Western Dogwood
5049,Vascular Plant,Cornus sericea,None,"Redosier Dogwood, Redosier"
5048,Vascular Plant,Cornus nuttallii,None,Pacific Dogwood
5047,Vascular Plant,Parnassia californica,None,"California Grass Of Parnassus, California Grass-Of-Parnassus"
5046,Vascular Plant,Rumex salicifolius var. denticulatus,None,"California Dock, Toothed Willow Dock"
5045,Vascular Plant,Rumex pulcher,None,Fiddle Dock
5044,Vascular Plant,Rumex conglomeratus,None,"Sharp Dock, Clustered Dock"
5043,Vascular Plant,Pterostegia drymarioides,None,"Woodland Pterostegia, Woodland Threadstem"
5042,Vascular Plant,Polygonum shastense,None,Shasta Knotweed
5041,Vascular Plant,Polygonum ramosissimum,None,"Tall Knotweed, Bushy Knotweed, Yellow Knotweed, Yellow-Flower Knotweed"
5040,Vascular Plant,Polygonum polygaloides ssp. kelloggii,None,Kellogg's Knotweed
5039,Vascular Plant,Polygonum phytolaccifolium,None,"Mountain Lice, Poke Knotweed"
5036,Vascular Plant,Polygonum douglasii ssp. johnstonii,None,Johnston's Knotweed
5035,Vascular Plant,Polygonum douglasii ssp. douglasii,None,Douglas' Knotweed
5034,Vascular Plant,Polygonum californicum,None,California Knotweed
5054,Vascular Plant,Mentzelia lindleyi,None,Lindley's Blazingstar
4921,Vascular Plant,Arabis lyallii var. nubigena,None,Lyall's Rockcress
4920,Vascular Plant,Arabis lyallii var. lyallii,None,Lyall's Rockcress
4919,Vascular Plant,Arabis lemmonii var. lemmonii,None,Lemmon's Rockcress
4803,Vascular Plant,Lessingia leptoclada,None,Sierra Lessingia
4802,Vascular Plant,Layia pentachaeta ssp. pentachaeta,None,Sierra Tidytips
4801,Vascular Plant,Lasthenia platycarpha,None,Alkali Goldfields
4800,Vascular Plant,Lasthenia californica,None,"California Goldfields, Goldfields"
4798,Vascular Plant,Hypochaeris glabra,None,"Smooth Cat's Ear, Smooth Catsear"
4797,Vascular Plant,Hulsea nana,None,Dwarf Alpinegold
4805,Vascular Plant,Madia bolanderi,None,Bolander's Madia
4796,Vascular Plant,Hulsea heterochroma,None,"Redray Hulsea, Redray Alpinegold"
4794,Vascular Plant,Holocarpha virgata ssp. virgata,None,Yellowflower Tarweed
4793,Vascular Plant,Hieracium scouleri,None,"Scouler's Woollyweed, Houndstongue Hawkweed, Woolyweed"
4792,Vascular Plant,Hieracium horridum,None,"Shaggy Hawkweed, Prickly Hawkweed"
4791,Vascular Plant,Hieracium gracile,None,Slender Hawkweed
4790,Vascular Plant,Hieracium argutum,None,Southern Hawkweed
4789,Vascular Plant,Heterotheca villosa var. villosa,None,"Hairy False Goldenaster, Hairy False Golden-Aster"
4788,Vascular Plant,Heterotheca villosa var. hispida,None,Bristly Hairy Goldaster
4787,Vascular Plant,Heterotheca sessiliflora ssp. echioides,None,Sessileflower False Goldenaster
4795,Vascular Plant,Hulsea brevifolia,None,Shortleaf Alpinegold
4806,Vascular Plant,Madia elegans ssp. elegans,None,Common Madia
4807,Vascular Plant,Madia elegans ssp. vernalis,None,Spring Madia
4808,Vascular Plant,Madia exigua,None,Small Tarweed
4827,Vascular Plant,Senecio canus,None,Woolly Groundsel
4826,Vascular Plant,Senecio aronicoides,None,Rayless Ragwort
4824,Vascular Plant,Rudbeckia californica var. californica,None,California Coneflower
4823,Vascular Plant,Rigiopappus leptocladus,None,Wireweed
4822,Vascular Plant,Raillardella scaposa,None,"Stem Raillardella, Greenleaf Silvermat"
4821,Vascular Plant,Raillardella argentea,None,"Silky Raillardella, Silvermat"
4820,Vascular Plant,Pyrrocoma apargioides,None,Alpineflames
4819,Vascular Plant,Psilocarphus tenellus var. tenellus,None,Slender Woollyheads
4818,Vascular Plant,Psilocarphus oregonus,None,Oregon Woollyheads
4817,Vascular Plant,Psilocarphus brevissimus var. brevissimus,None,Short Woollyheads
4816,Vascular Plant,Pseudobahia heermannii,None,Foothill Sunburst
4815,Vascular Plant,Phalacroseris bolanderi,None,Bolander's Mock Dandelion
4814,Vascular Plant,Monolopia major,None,Cupped Monolopia
4813,Vascular Plant,Micropus californicus var. californicus,None,Q-Tips
4812,Vascular Plant,Malacothrix floccifera,None,"Woolly Desertdandelion, Wooly Desert Dandelion"
4811,Vascular Plant,Madia yosemitana,None,Yosemite Tarweed
4810,Vascular Plant,Madia minima,None,"Least Tarweed, Oppositeleaved Tarweed"
4809,Vascular Plant,Madia gracilis,None,"Grassy Tarweed, Slender Tarweed"
4786,Vascular Plant,Heterotheca grandiflora,None,"Telegraph Weed, Telegraphweed"
4828,Vascular Plant,Senecio clarkianus,None,Clark's Ragwort
4785,Vascular Plant,Hemizonia kelloggii,None,Kellogg's Tarweed
4783,Vascular Plant,Helianthus bolanderi,None,Serpentine Sunflower
4758,Vascular Plant,Erigeron divergens,None,"Spreading Fleabane, Spreading Daisy"
4757,Vascular Plant,Erigeron coulteri,None,"Large Mountain Fleabane, Coulter's Fleabane, Whiteray Daisy"
4756,Vascular Plant,Erigeron compositus,None,"Cutleaf Daisy, Fernleaf Fleabane, Dwarf Mountain Fleabane"
4755,Vascular Plant,Erigeron compactus,None,"Fernleaf Fleabane, Fern-Leaf Fleabane, Cushion Daisy"
4754,Vascular Plant,Erigeron clokeyi,None,"Clokey's Fleabane, Clokey's Daisy"
4753,Vascular Plant,Erigeron breweri var. breweri,None,"Brewer's Daisy, Brewer's Fleabane"
4752,Vascular Plant,Erigeron barbellulatus,None,Shining Fleabane
4759,Vascular Plant,Erigeron eatonii var. sonnei,None,Eaton's Fleabane
4750,Vascular Plant,Erigeron algidus,None,"Sierra Daisy, Stalked Fleabane"
4748,Vascular Plant,Ericameria cuneata var. cuneata,None,Cliff Goldenbush
4747,Vascular Plant,Ericameria bloomeri,None,"Rabbitbush, Bloomer's Goldenbush"
4746,Vascular Plant,Ericameria arborescens,None,Goldenfleece
4745,Vascular Plant,Crepis occidentalis,None,"Large-Flower Hawk's-Beard, Largeflower Hawksbeard, Western Hawksbeard"
4744,Vascular Plant,Crepis nana,None,"Tiny Hawksbeard, Small Hawksbeard, Dwarf Alpine Hawksbeard"
4741,Vascular Plant,Cnicus benedictus,None,"Blessed Thistle, Blessed-Thistle"
4749,Vascular Plant,Ericameria discoidea,None,Whitestem Goldenbush
4760,Vascular Plant,Erigeron elmeri,None,Elmer's Erigeron
4761,Vascular Plant,Erigeron foliosus var. hartwegii,None,Hartweg's Fleabane
4762,Vascular Plant,Erigeron inornatus var. inornatus,None,"California Rayless Fleabane, California Rayless Daisy"
4782,Vascular Plant,Helianthella californica var. nevadensis,None,Nevada Helianthella
4781,Vascular Plant,Helenium bigelovii,None,Bigelow's Sneezeweed
4780,Vascular Plant,Hazardia whitneyi var. whitneyi,None,Whitney's Bristleweed
4779,Vascular Plant,Grindelia nana,None,Idaho Gumweed
4778,Vascular Plant,Grindelia camporum var. camporum,None,Great Valley Gumweed
4777,Vascular Plant,Gaillardia pulchella,None,"Firewheel, Rosering Gaillardia, Indian Blanket, Indianblanket"
4776,Vascular Plant,Filago gallica,None,Narrowleaf Cottonrose
4775,Vascular Plant,Euthamia occidentalis,None,"Western Goldenrod, Western Goldentop"
4773,Vascular Plant,Eriophyllum lanatum var. grandiflorum,None,Common Woolly Sunflower
4772,Vascular Plant,Eriophyllum lanatum var. croceum,None,Common Woolly Sunflower
4771,Vascular Plant,Eriophyllum lanatum,None,"Woolly Eriophyllum, Wooly Daisy, Common Woolly Sunflower, Woody Eriophyllum"
4770,Vascular Plant,Eriophyllum congdonii,None,Congdon's Woolly Sunflower
4769,Vascular Plant,Eriophyllum confertiflorum var. confertiflorum,None,Golden-Yarrow
4768,Vascular Plant,Erigeron vagus,None,"Rambling Fleabane, Loose Daisy"
4767,Vascular Plant,Erigeron tener,None,"Slender Fleabane, Slender Daisy"
4766,Vascular Plant,Erigeron pygmaeus,None,"Pygmy Fleabane, Dwarf Daisy"
4765,Vascular Plant,Erigeron peregrinus var. hirsutus,None,Subalpine Fleabane
4764,Vascular Plant,Erigeron peregrinus var. callianthemus,None,Subalpine Fleabane
4763,Vascular Plant,Erigeron peregrinus,None,"Wandering Fleabane, Wandering Daisy, Subalpine Fleabane"
4784,Vascular Plant,Helianthus californicus,None,California Sunflower
5099,Vascular Plant,Gilia capitata ssp. mediomontana,None,Foothill Gilia
4829,Vascular Plant,Senecio flaccidus var. douglasii,None,"Douglas' Senecio, Douglas' Groundsel, Douglas' Ragwort"
4831,Vascular Plant,Senecio integerrimus var. major,None,"Lambstongue Groundsel, Lambstongue Ragwort"
4895,Vascular Plant,Phacelia humilis var. humilis,None,Low Phacelia
4894,Vascular Plant,Phacelia heterophylla ssp. virgata,None,Varileaf Phacelia
4893,Vascular Plant,Phacelia eisenii,None,Eisen's Phacelia
4892,Vascular Plant,Phacelia egena,None,"Kaweah River Phacelia, Kaweah River Scorpion-Weed"
4891,Vascular Plant,Phacelia congdonii,None,Congdon's Phacelia
4890,Vascular Plant,Phacelia cicutaria var. cicutaria,None,Caterpillar Phacelia
4889,Vascular Plant,Nemophila spatulata,None,"Sierra Blue-Eyes, Sierra Baby Blue Eyes"
4888,Vascular Plant,Nemophila pedunculata,None,"Littlefoot Nemophila, Littlefoot Blue-Eyes"
4896,Vascular Plant,Phacelia hydrophylloides,None,Waterleaf Phacelia
4887,Vascular Plant,Nemophila parviflora var. austiniae,None,"Groovelover, Smallflower Nemophila"
4885,Vascular Plant,Nemophila maculata,None,Fivespot
4884,Vascular Plant,Nemophila heterophylla,None,Small Baby Blue Eyes
4883,Vascular Plant,Hydrophyllum occidentale,None,"Squaw-Lettuce, Western Waterleaf"
4882,Vascular Plant,Hesperochiron californicus,None,California Hesperochiron
4881,Vascular Plant,Draperia systyla,None,Violet Draperia
4880,Vascular Plant,Plagiobothrys torreyi var. torreyi,None,Torrey's Popcornflower
4878,Vascular Plant,Plagiobothrys stipitatus var. micranthus,None,Stalked Popcornflower
4877,Vascular Plant,Plagiobothrys nothofulvus,None,Rusty Popcornflower
4886,Vascular Plant,Nemophila menziesii var. menziesii,None,Baby Blue Eyes
4897,Vascular Plant,Phacelia imbricata ssp. imbricata,None,Imbricate Phacelia
4898,Vascular Plant,Phacelia mutabilis,None,Changeable Phacelia
4899,Vascular Plant,Phacelia platyloba,None,Broadlobe Phacelia
4918,Vascular Plant,Arabis lemmonii var. depauperata,None,Soldier Rockcress
4917,Vascular Plant,Arabis inyoensis,None,Inyo Rockcress
4916,Vascular Plant,Arabis holboellii var. retrofracta,None,"Second Rockcress, A Holboell Rock-Cress"
4915,Vascular Plant,Arabis holboellii var. pinetorum,None,Holboell's Rockcress
4914,Vascular Plant,Arabis holboellii var. pendulocarpa,None,Dropseed Rockcress
4913,Vascular Plant,Arabis drummondii,None,"Drummond Rockcress, Drummond's Rockcress, Canadian Rockcress"
4912,Vascular Plant,Arabis davidsonii,None,Davidson's Rockcress
4910,Vascular Plant,Anelsonia eurycarpa,None,"Broad Pod Anelsonia, Daggerpod"
4909,Vascular Plant,Pholistoma auritum var. auritum,None,Blue Fiestaflower
4908,Vascular Plant,Phacelia vallicola,None,Mariposa Phacelia
4907,Vascular Plant,Phacelia tanacetifolia,None,"Fiddleneck, Lacy Scorpion-Weed, Lacy Phacelia, Facelia"
4906,Vascular Plant,Phacelia ramosissima var. subglabra,None,Branching Phacelia
4905,Vascular Plant,Phacelia ramosissima var. ramosissima,None,Branching Phacelia
4904,Vascular Plant,Phacelia ramosissima var. latifolia,None,"Branching Phacelia, Branched Scorpion-Weed"
4903,Vascular Plant,Phacelia ramosissima,None,"Branching Phacelia, Branched Scorpion-Weed"
4902,Vascular Plant,Phacelia racemosa,None,Racemose Phacelia
4901,Vascular Plant,Phacelia quickii,None,Quick's Phacelia
4900,Vascular Plant,Phacelia purpusii,None,Purpus' Phacelia
4876,Vascular Plant,Plagiobothrys myosotoides,None,Forget-Me-Not Popcornflower
4830,Vascular Plant,Senecio fremontii var. occidentalis,None,"Western Groundsel, Dwarf Mountain Ragwort"
4875,Vascular Plant,Plagiobothrys hispidulus,None,Sleeping Popcornflower
4873,Vascular Plant,Mertensia ciliata,None,"Tall Fringed Bluebells, Tall Fringe Bluebells, Mountain Bluebells, Shortstyle Bluebells"
4849,Vascular Plant,Wyethia elata,None,Hall's Mule-Ears
4848,Vascular Plant,Wyethia angustifolia,None,California Compassplant
4847,Vascular Plant,Whitneya dealbata,None,Mock Leopardbane
4846,Vascular Plant,Uropappus lindleyi,None,Lindley's Silverpuffs
4845,Vascular Plant,Tanacetum parthenium,None,Feverfew
4844,Vascular Plant,Stephanomeria virgata ssp. pleurocarpa,None,Wand Wirelettuce
4843,Vascular Plant,Stephanomeria lactucina,None,"Creeping Wirelettuce, Lettuce Wirelettuce"
4842,Vascular Plant,Sphaeromeria cana,None,"Gray Tansey, Gray Chickensage"
4850,Vascular Plant,Wyethia mollis,None,"Wooly Wyethia, Woolly Mule-Ears"
4841,Vascular Plant,Sonchus oleraceus,None,"Sow Thistle, Pualele, Common Sow-Thistle, Sow-Thistle, Annual Sowthistle, Common Sowthistle"
4838,Vascular Plant,Solidago multiradiata,None,"Arctic Goldenrod, Mountain Goldenrod, Rocky Mountain Goldenrod, Manyray Goldenrod"
4837,Vascular Plant,Solidago californica,None,California Goldenrod
4836,Vascular Plant,Senecio werneriifolius,None,Hoary Groundsel
4835,Vascular Plant,Senecio streptanthifolius,None,Cleftleaf Groundsel
4834,Vascular Plant,Senecio scorzonella,None,"Sierra Groundsel, Sierra Ragwort"
4833,Vascular Plant,Senecio pseudaureus var. pseudaureus,None,Falsegold Groundsel
4832,Vascular Plant,Senecio pauciflorus,None,Alpine Groundsel
4840,Vascular Plant,Sonchus asper ssp. asper,None,Spiny Sowthistle
4851,Vascular Plant,Downingia montana,None,Sierra Calicoflower
4852,Vascular Plant,Githopsis specularioides,None,Common Bluecup
4853,Vascular Plant,Heterocodon rariflorum,None,"Rareflower Heterocodon, Western Pearlflower"
4872,Vascular Plant,Hackelia velutina,None,"Velvet Stickseed, Velvety Stickseed"
4871,Vascular Plant,Hackelia nervosa,None,"Sierra Stickseed, Sierran Stickseed"
4870,Vascular Plant,Hackelia mundula,None,Pink Stickseed
4869,Vascular Plant,Eriodictyon californicum,None,California Yerba Santa
4868,Vascular Plant,Cynoglossum occidentale,None,Western Hound's Tongue
4867,Vascular Plant,Cynoglossum grande,None,Pacific Hound's Tongue
4866,Vascular Plant,Cryptantha simulans,None,"Pinewoods Cryptantha, Pine Cryptantha"
4865,Vascular Plant,Cryptantha nubigena,None,Sierra Cryptantha
4864,Vascular Plant,Cryptantha muricata,None,"Pointed Cryptantha, Pointed Catseye, Prickly Cryptantha"
4863,Vascular Plant,Cryptantha humilis,None,"Roundspike Cryptantha, Round-Spike Catseye"
4862,Vascular Plant,Cryptantha hispidula,None,Napa Cryptantha
4861,Vascular Plant,Cryptantha glomeriflora,None,Truckee Cryptantha
4860,Vascular Plant,Cryptantha flaccida,None,Weakstem Cryptantha
4859,Vascular Plant,Cryptantha echinella,None,"Hedgehog Cryptantha, Prickly Cryptantha"
4858,Vascular Plant,Amsinckia menziesii var. menziesii,None,"Rigid Fiddleneck, Menzies' Fiddleneck"
4857,Vascular Plant,Amsinckia menziesii var. intermedia,None,"Common Fiddleneck, Coast Buckthorn, Coast Fiddleneck, Intermediate Fiddleneck"
4856,Vascular Plant,Amsinckia lycopsoides,None,"Bugloss Fiddleneck, Tarweed Fiddleneck"
4855,Vascular Plant,Nemacladus interior,None,Sierra Threadplant
4854,Vascular Plant,Nemacladus capillaris,None,Common Threadplant
4874,Vascular Plant,Pectocarya pusilla,None,"Purple Prairieclover, Little Combseed"
2867,Nonvascular Plant,Hypnum pallescens,None,Hypnum Moss
2911,Nonvascular Plant,Rauiella scita,None,Rauiella Moss
2865,Nonvascular Plant,Hypnum imponens,None,Hypnum Moss
1025,Vascular Plant,Arabis patens,None,Spreading Rockcress
1024,Vascular Plant,Arabis lyrata,None,"Lyre-Leaved Rockcress, Lyre-Leaf Rockcress"
1023,Vascular Plant,Arabis laevigata var. laevigata,None,Smooth Rockcress
1022,Vascular Plant,Arabis laevigata var. burkii,None,"Porter's Rockcress, Burk's Rockcress"
1021,Vascular Plant,Arabis laevigata,None,Smooth Rockcress
1020,Vascular Plant,Arabis canadensis,None,Sicklepod
1019,Vascular Plant,Arabidopsis thaliana,None,"Wall-Cress, Mouseear Cress, Mouse-Ear Cress"
1018,Vascular Plant,Alliaria petiolata,None,Garlic Mustard
1026,Vascular Plant,Barbarea verna,None,"Early Watercress, Early Winter-Cress"
1017,Vascular Plant,Phacelia purshii,None,"Miami-Mist, Pursh's Purple Phacelia"
1015,Vascular Plant,Phacelia dubia var. dubia,None,Smallflower Scorpionweed
1014,Vascular Plant,Phacelia bipinnatifida,None,Purple Phacelia
1013,Vascular Plant,Nemophila aphylla,None,Nemophila
1012,Vascular Plant,Hydrophyllum virginianum var. atranthum,None,Virginia Waterleaf
1011,Vascular Plant,Hydrophyllum macrophyllum,None,"Bigleaf Waterleaf, Large-Leaf Water-Leaf"
1010,Vascular Plant,Hydrophyllum canadense,None,"Blunt-Leaf Waterleaf, Canadian Waterleaf"
1009,Vascular Plant,Myosotis verna,None,"Early Forget-Me-Not, Spring Forget-Me-Not"
1008,Vascular Plant,Myosotis stricta,None,Strict Forget Me Not
1016,Vascular Plant,Phacelia fimbriata,None,"Fringed Phacelia, Fringed Scorpion-Weed"
1007,Vascular Plant,Myosotis scorpioides,None,"True Forget-Me-Not, Forget-Me-Not"
1027,Vascular Plant,Barbarea vulgaris,None,"Wintercress, Garden Yellowrocket, Garden Yellow Rocket, Yellow Rocket, Winter Cress"
1029,Vascular Plant,Brassica napus,None,Rape
1048,Vascular Plant,Erysimum cheiranthoides,None,"Worm-Seed Wallflower, Wallflower Mustard, Wormseed Mustard, Worm-Seed Mustard, Treacle Wallflower, Wormseed Wallflower"
1047,Vascular Plant,Draba verna,None,"Whitlow Grass, Spring Draba, Spring Whitlowgrass"
1046,Vascular Plant,Draba ramosissima,None,"Branching Whitlow Grass, Branched Whitlow Grass"
1045,Vascular Plant,Draba brachycarpa,None,"Short-Fruited Whitlow Grass, Short-Fruited Whitlow-Grass"
1044,Vascular Plant,Conringia orientalis,None,"Hare's Ear Mustard, Hare's-Ear Mustard"
1043,Vascular Plant,Cardamine rotundifolia,None,"Round-Leaf Water Cress, Round Leaf Watercress"
1042,Vascular Plant,Cardamine pensylvanica,None,"Pennsylvania Bittercress, Quaker Bittercress, Pennsylvania Bitter-Cress"
1041,Vascular Plant,Cardamine parviflora var. arenicola,None,Sand Bittercress
1028,Vascular Plant,Brassica juncea,None,India Mustard
1040,Vascular Plant,Cardamine hirsuta,None,"Hairy Bittercress, Hairy Bitter-Cress"
1038,Vascular Plant,Cardamine dissecta,None,Dissected-Leaved Toothwort
1037,Vascular Plant,Cardamine diphylla,None,"Toothwort, Two-Leaf Toothwort"
1036,Vascular Plant,Cardamine concatenata,None,"Cut-Leaved Toothwort, Cutleaf Toothwort"
1034,Vascular Plant,Cardamine bulbosa,None,Bulbous Bittercress
1033,Vascular Plant,Cardamine angustata,None,Pepperwort
1032,Vascular Plant,Capsella rubella,None,Reddish Shepherd's Purse
1031,Vascular Plant,Capsella bursa-pastoris,None,"Shepherd's Purse, Shepherdspurse, Common Shepherd's Purse, Shepherd's-Purse"
1030,Vascular Plant,Brassica rapa,None,"Rape Mustard, Birdsrape Mustard, Wild Rutabaga, Field Mustard, Wild Turnip, Wild Mustard, Bird's Rape, Turnip Rape, Rape"
1039,Vascular Plant,Cardamine flagellifera,None,"Bittercress, Bitter Cress"
1049,Vascular Plant,Hesperis matronalis,None,"Dames Violet, Dame's Rocket, Mother-Of-The-Evening, Dames Rocket"
1006,Vascular Plant,Myosotis macrosperma,None,Large-Seeded Forget-Me-Not
1004,Vascular Plant,Mertensia virginica,None,"Virginia Bluebell, Virginia Bluebells"
981,Vascular Plant,Verbesina occidentalis,None,"Wingstem, Yellow Crownbeard"
980,Vascular Plant,Verbesina alternifolia,None,Wingstem
979,Vascular Plant,Tussilago farfara,None,Colt's Foot
978,Vascular Plant,Tragopogon pratensis,None,"Yellow Goat's-Beard, Yellow Goatsbeard"
977,Vascular Plant,Tragopogon porrifolius,None,"Goatsbeard, Salsify, Purple Salsify, Common Salsify"
976,Vascular Plant,Tetragonotheca helianthoides,None,"Pineland Nerveray, Pineland Squarehead"
975,Vascular Plant,Taraxacum officinale,None,"Blowball, Dandelion, Faceclock, Common Dandelion, Brown-Seed Dandelion"
974,Vascular Plant,Taraxacum laevigatum,None,"Red-Seeded Dandelion, Rock Dandelion, Red-Seed Dandelion"
982,Vascular Plant,Verbesina virginica,None,White Crownbeard
973,Vascular Plant,Tanacetum vulgare,None,"Garden Tansy, Common Tansy, Tansy, Golden-Buttons"
971,Vascular Plant,Symphyotrichum undulatum,None,"Waxyleaf Aster, Wavyleaf Aster"
970,Vascular Plant,Symphyotrichum shortii,None,Short's Aster
969,Vascular Plant,Symphyotrichum retroflexum,None,Rigid Whitetop Aster
968,Vascular Plant,Symphyotrichum puniceum var. puniceum,None,Purplestem Aster
967,Vascular Plant,Symphyotrichum prenanthoides,None,Crookedstem Aster
966,Vascular Plant,Symphyotrichum pilosum var. pilosum,None,Hairy White Oldfield Aster
965,Vascular Plant,Symphyotrichum phlogifolium,None,Thinleaf Late Purple Aster
964,Vascular Plant,Symphyotrichum patens var. patens,None,Late Purple Aster
972,Vascular Plant,Symphyotrichum urophyllum,None,White Arrowleaf Aster
1005,Vascular Plant,Myosotis laxa,None,Bay Forget Me Not
983,Vascular Plant,Vernonia gigantea,None,"Tall Ironweed, Giant Ironweed"
985,Vascular Plant,Xanthium strumarium var. glabratum,None,Rough Cockleburr
1003,Vascular Plant,Lithospermum canescens,None,"Hoary Puccoon, Orange Puccoon"
1002,Vascular Plant,Hackelia virginiana,None,"Beggar's Lice, Virginia Stickseed"
1001,Vascular Plant,Echium vulgare,None,"Common Viper's-Bugloss, Blueweed"
1000,Vascular Plant,Cynoglossum virginianum,None,"Blue Hound's-Tongue, Wild Comfrey"
999,Vascular Plant,Cynoglossum officinale,None,"Houndstongue, Common Houndstongue, Gypsy-Flower, Gypsyflower, Hound's Tongue"
998,Vascular Plant,Buglossoides arvensis,None,Corn Gromwell
997,Vascular Plant,Triodanis perfoliata var. perfoliata,None,Venus? Looking-Glass
996,Vascular Plant,Triodanis biflora,None,Small Venus' Looking-Glass
984,Vascular Plant,Vernonia noveboracensis,None,New York Ironweed
995,Vascular Plant,Lobelia spicata var. leptostachys,None,Lobelia
993,Vascular Plant,Lobelia puberula,None,Downy Lobelia
992,Vascular Plant,Lobelia inflata,None,"Indian-Tobacco, Indian Tabacco"
991,Vascular Plant,Lobelia cardinalis,None,Cardinal Flower
990,Vascular Plant,Lobelia amoena,None,Southern Lobelia
989,Vascular Plant,Campanulastrum americanum,None,Tall Bellflower
988,Vascular Plant,Campanula divaricata,None,Southern Harebell
987,Vascular Plant,Campanula aparinoides,None,"Marsh Bellflower, Marsh Bluebell"
986,Vascular Plant,Youngia japonica,None,Oriental False Hawksbeard
994,Vascular Plant,Lobelia siphilitica,None,"Great Lobelia, Great Blue Lobelia"
1050,Vascular Plant,Lepidium campestre,None,"Cream-Anther Field Pepperwort, Field Pepper-Grass, Cow-Cress, Field Pepperweed"
1051,Vascular Plant,Lepidium densiflorum,None,Common Pepperweed
1052,Vascular Plant,Lepidium virginicum,None,"Poor-Man's Pepper-Grass, Poor Man's Pepper"
1116,Vascular Plant,Fagopyrum esculentum,None,"Buckwheat, Fagopyrum"
1115,Vascular Plant,Phytolacca americana,None,"Pokeweed, Common Pokeweed"
1114,Vascular Plant,Mirabilis jalapa,None,"Common Four-O'Clock, Four-O?Clock"
1113,Vascular Plant,Claytonia virginica var. acutiflora,None,Virginia Springbeauty
1112,Vascular Plant,Claytonia virginica,None,"Narrow-Leaved Spring-Beauty, Narrow-Leaved Spring Beauty"
1111,Vascular Plant,Claytonia caroliniana,None,"Carolina Spring-Beauty, Spring-Beauty"
1110,Vascular Plant,Mollugo verticillata,None,"Carpet-Weed, Indian Chickweed, Carpetweed, Green Carpetweed, Green Carpet-Weed"
1109,Vascular Plant,Drosera rotundifolia,None,"Roundleaf Sundew, Sundew"
1117,Vascular Plant,Fagopyrum vulgare,None,Buckwheat
1108,Vascular Plant,Stellaria pubera,None,"Giant Chickweed, Star Chickweed"
1106,Vascular Plant,Stellaria longifolia,None,"Long-Leaved Stitchwort, Longleaf Chickweed, Longleaf Stitchwort, Long-Leaf Starwort, Longleaf Starwort"
1105,Vascular Plant,Stellaria graminea,None,"Grasslike Starwort, Little Starwort"
1104,Vascular Plant,Stellaria corei,None,"Core's Starwort, Tennessee Starwort"
1103,Vascular Plant,Stellaria alsine,None,"Trailing Stitchwort, Chickweed"
1102,Vascular Plant,Silene vulgaris,None,"Maidenstears, Maiden's-Tears, Rattleweed, Cowbell, Maiden's Tears, Bladder Campion, Bladder Silene"
1101,Vascular Plant,Silene virginica,None,Fire Pink
1100,Vascular Plant,Silene stellata,None,"Starry Campion, Starry Catchfly"
1099,Vascular Plant,Silene rotundifolia,None,"Roundleaf Catchfly, Round-Leaved Campion"
1107,Vascular Plant,Stellaria media,None,"Common Starwort, Nodding Chickweed, Common Chickweed, Chickweed"
1097,Vascular Plant,Silene noctiflora,None,Nightflowering Silene
1118,Vascular Plant,Polygonum amphibium var. emersum,None,"Swamp Smartweed, Colored Smartweed, Longroot Smartweed, Devil's Shoestring, Tanweed, Knotweed"
1120,Vascular Plant,Polygonum caespitosum,None,"Bristled Knotweed, Bunchy Knotweed, Oriental Ladysthumb, Oriental Lady's Thumb"
1138,Vascular Plant,Polygonum virginianum,None,Virginia Knotweed
1137,Vascular Plant,Polygonum setaceum,None,"Swamp Smartweed, Smartweed"
1136,Vascular Plant,Polygonum scandens var. cristatum,None,Climbing False Buckwheat
1135,Vascular Plant,Polygonum sagittatum,None,"Tearthumb, Arrow-Leaved Tearthumb"
1134,Vascular Plant,Polygonum punctatum,None,"Dotted Smartweed, Punctate Smartweed"
